County,State,Population,ALAND_SQMI,PopulationDensity,Temp
Lucas County,Ohio,"428,348",339.655,1261,52
Carroll County,Ohio,"26,914",394.609,68,51.6417
Clark County,Ohio,"134,083",396.877,338,52.5417
Noble County,Ohio,"14,424",398.012,36,53.1083
Geauga County,Ohio,"93,649",400.3,234,49.7583
Warren County,Ohio,"234,602",401.189,585,54.1333
Auglaize County,Ohio,"45,656",401.388,114,51.3833
Crawford County,Ohio,"41,494",401.786,103,51.225
Harrison County,Ohio,"15,040",402.331,37,52.0417
Allen County,Ohio,"102,351",402.504,254,51.675
Marion County,Ohio,"65,093",403.808,161,52.2167
Hamilton County,Ohio,"817,473",405.407,2016,55.1833
Fulton County,Ohio,"42,126",405.447,104,50.3917
Morrow County,Ohio,"35,328",406.134,87,51.025
Fayette County,Ohio,"28,525",406.361,70,53.1167
Miami County,Ohio,"106,987",406.513,263,53.125
Wyandot County,Ohio,"21,772",406.879,54,52.3417
Shelby County,Ohio,"48,590",407.696,119,51.6
Perry County,Ohio,"36,134",407.934,89,52.9417
Jefferson County,Ohio,"65,325",408.124,160,52.0667
Sandusky County,Ohio,"58,518",408.246,143,51.4417
Clinton County,Ohio,"41,968",408.685,103,53.3667
Van Wert County,Ohio,"28,275",409.153,69,50.775
Defiance County,Ohio,"38,087",411.45,93,50.1083
Mahoning County,Ohio,"228,683",411.497,556,50.4
Vinton County,Ohio,"13,085",412.356,32,53.8667
Summit County,Ohio,"541,013",412.789,1311,52.1667
Greene County,Ohio,"168,937",413.625,408,53.2833
Henry County,Ohio,"27,006",416.01,65,51.1083
Morgan County,Ohio,"14,508",416.426,35,53.5583
Paulding County,Ohio,"18,672",416.435,45,50.425
Jackson County,Ohio,"32,413",420.31,77,54.5167
Williams County,Ohio,"36,692",420.66,87,49.3167
Hocking County,Ohio,"28,264",421.328,67,53.4583
Medina County,Ohio,"179,746",421.457,426,51.3833
Holmes County,Ohio,"43,960",422.552,104,51.325
Ashland County,Ohio,"53,484",422.961,126,50.8333
Preble County,Ohio,"40,882",424.226,96,52.2583
Champaign County,Ohio,"38,885",428.994,91,51.6417
Meigs County,Ohio,"22,907",430.102,53,54.375
Union County,Ohio,"58,988",431.725,137,52.2833
Pike County,Ohio,"27,772",440.282,63,54.7083
Delaware County,Ohio,"209,177",443.16,472,52.55
Clermont County,Ohio,"206,428",452.119,457,54.9417
Lawrence County,Ohio,"59,463",453.371,131,56.0917
Monroe County,Ohio,"13,654",455.723,30,53.0583
Cuyahoga County,Ohio,"1,235,072",457.181,2701,51.6917
Logan County,Ohio,"45,672",458.51,100,51.35
Montgomery County,Ohio,"531,687",461.518,1152,53.6833
Mercer County,Ohio,"41,172",462.444,89,51.075
Madison County,Ohio,"44,731",465.811,96,52.7917
Butler County,Ohio,"383,134",466.529,821,53.9
Gallia County,Ohio,"29,898",466.531,64,55.1167
Hardin County,Ohio,"31,365",470.31,67,52.2417
Putnam County,Ohio,"33,861",482.544,70,51.3917
Portage County,Ohio,"162,466",487.404,333,50.9
Brown County,Ohio,"43,432",490.017,89,54.3333
Lorain County,Ohio,"309,833",491.197,631,51.4333
Huron County,Ohio,"58,266",491.494,119,50.825
Richland County,Ohio,"121,154",495.197,245,50.7083
Pickaway County,Ohio,"58,457",501.228,117,54.5
Athens County,Ohio,"65,327",503.627,130,54.0083
Fairfield County,Ohio,"157,574",504.41,312,53.4833
Guernsey County,Ohio,"38,875",522.254,74,52.275
Knox County,Ohio,"62,322",525.505,119,51.0667
Hancock County,Ohio,"75,783",531.325,143,52.075
Columbiana County,Ohio,"101,883",531.917,192,50.7833
Belmont County,Ohio,"67,006",532.126,126,52.35
Franklin County,Ohio,"1,316,756",532.411,2473,53.6917
Seneca County,Ohio,"55,178",551.026,100,51.2083
Highland County,Ohio,"43,161",553.084,78,53.6
Wayne County,Ohio,"115,710",554.805,209,51.1667
Coshocton County,Ohio,"36,600",563.959,65,52.1167
Tuscarawas County,Ohio,"91,987",567.432,162,52.0833
Stark County,Ohio,"370,606",575.314,644,51.975
Adams County,Ohio,"27,698",583.867,47,54.7917
Darke County,Ohio,"51,113",598.1,85,52
Scioto County,Ohio,"75,314",610.23,123,55.3917
Wood County,Ohio,"130,817",617.188,212,51.9083
Trumbull County,Ohio,"197,974",618.087,320,50.225
Washington County,Ohio,"59,911",631.974,95,54.6167
Muskingum County,Ohio,"86,215",664.546,130,52.9833
Licking County,Ohio,"176,862",682.438,259,52.2917
Ross County,Ohio,"76,666",689.187,111,54.475
Ashtabula County,Ohio,"97,241",702.073,139,49.7833
Marshall County,Oklahoma,"16,931",371.601,46,62.8583
Washington County,Oklahoma,"51,527",415.524,124,58.6833
Murray County,Oklahoma,"14,073",416.374,34,61.55
Ottawa County,Oklahoma,"31,127",470.817,66,58.5083
Love County,Oklahoma,"10,253",513.912,20,62.8583
Coal County,Oklahoma,"5,495",516.77,11,62.0333
Harmon County,Oklahoma,"2,653",537.258,5,61.475
Cleveland County,Oklahoma,"284,014",538.788,527,60.5583
Wagoner County,Oklahoma,"81,289",561.682,145,60.275
Nowata County,Oklahoma,"10,076",565.817,18,58.4167
Pawnee County,Oklahoma,"16,376",568.351,29,59.45
Tulsa County,Oklahoma,"651,552",570.081,1143,60.1167
McClain County,Oklahoma,"40,474",570.717,71,60.9
Adair County,Oklahoma,"22,194",573.855,39,58.8583
Haskell County,Oklahoma,"12,627",576.723,22,61.475
McIntosh County,Oklahoma,"19,596",618.288,32,61.2833
Okfuskee County,Oklahoma,"11,993",618.446,19,60.8167
Cotton County,Oklahoma,"5,666",632.633,9,62.725
Seminole County,Oklahoma,"24,258",632.832,38,60.85
Greer County,Oklahoma,"5,712",639.282,9,60.9
Johnston County,Oklahoma,"11,085",643.049,17,62.2083
Mayes County,Oklahoma,"41,100",655.377,63,58.9667
Sequoyah County,Oklahoma,"41,569",673.474,62,60.9833
Rogers County,Oklahoma,"92,459",675.634,137,59.4917
Payne County,Oklahoma,"81,784",684.901,119,59.9167
Okmulgee County,Oklahoma,"38,465",697.445,55,60.8417
Oklahoma County,Oklahoma,"797,434",708.857,1125,60.2583
Pontotoc County,Oklahoma,"38,284",720.403,53,61.3833
Latimer County,Oklahoma,"10,073",722.092,14,61.2667
Noble County,Oklahoma,"11,131",731.919,15,59.4083
Delaware County,Oklahoma,"43,009",738.029,58,58.2333
Logan County,Oklahoma,"48,011",743.842,65,59.8417
Cherokee County,Oklahoma,"48,657",749.001,65,59.3083
Jefferson County,Oklahoma,"6,002",758.956,8,62.6833
Craig County,Oklahoma,"14,142",761.248,19,58.1417
Choctaw County,Oklahoma,"14,672",770.309,19,62.9
Pottawatomie County,Oklahoma,"72,592",787.792,92,60.6917
Garvin County,Oklahoma,"27,711",802.109,35,61.3167
Jackson County,Oklahoma,"24,530",802.653,31,61.9917
Hughes County,Oklahoma,"13,279",804.485,17,61.1917
Muskogee County,Oklahoma,"67,997",810.624,84,60.8917
Carter County,Oklahoma,"48,111",822.202,59,62.075
Alfalfa County,Oklahoma,"5,702",866.565,7,58.1167
Stephens County,Oklahoma,"43,143",870.196,50,61.625
Tillman County,Oklahoma,"7,250",871.134,8,62.6333
Canadian County,Oklahoma,"148,306",896.58,165,60.05
Kingfisher County,Oklahoma,"15,765",898.076,18,59.7917
Beckham County,Oklahoma,"21,859",901.679,24,60.0417
Bryan County,Oklahoma,"47,995",904.242,53,63.1917
Kay County,Oklahoma,"43,538",919.595,47,58.1917
Blaine County,Oklahoma,"9,429",928.488,10,59.3083
Creek County,Oklahoma,"71,522",949.853,75,60.1333
Lincoln County,Oklahoma,"34,877",952.371,37,60.2083
Major County,Oklahoma,"7,629",955,8,58.575
Atoka County,Oklahoma,"13,758",975.446,14,62.325
Custer County,Oklahoma,"29,003",988.779,29,59.2417
Dewey County,Oklahoma,"4,891",999.635,5,58.1833
Grant County,Oklahoma,"4,333",1000.74,4,58.1417
Washita County,Oklahoma,"10,916",1003.089,11,60.0667
Kiowa County,Oklahoma,"8,708",1015.078,9,61.0833
Harper County,Oklahoma,"3,688",1038.584,4,57.2167
Garfield County,Oklahoma,"61,056",1058.507,58,58.8833
Comanche County,Oklahoma,"120,749",1069.369,113,61.5667
Grady County,Oklahoma,"55,834",1100.54,51,60.8833
Roger Mills County,Oklahoma,"3,583",1141.126,3,58.9417
Ellis County,Oklahoma,"3,859",1231.477,3,57.5833
Woodward County,Oklahoma,"20,211",1242.786,16,57.45
Caddo County,Oklahoma,"28,762",1277.754,23,60.425
Woods County,Oklahoma,"8,793",1286.463,7,57.5167
Pittsburg County,Oklahoma,"43,654",1305.52,33,61.4
Pushmataha County,Oklahoma,"11,096",1395.537,8,61.7583
Le Flore County,Oklahoma,"49,853",1589.196,31,61.225
Beaver County,Oklahoma,"5,311",1814.838,3,56.6583
Cimarron County,Oklahoma,"2,137",1834.808,1,54.0583
McCurtain County,Oklahoma,"32,832",1850.864,18,62.275
Texas County,Oklahoma,"19,983",2041.273,10,56.0333
Osage County,Oklahoma,"46,963",2246.605,21,58.4583
Multnomah County,Oregon,"812,855",431.106,1886,51.3167
Hood River County,Oregon,"23,382",522.089,45,45.1167
Columbia County,Oregon,"52,354",658.114,80,50.7417
Benton County,Oregon,"93,053",675.182,138,52.0083
Yamhill County,Oregon,"107,100",715.899,150,51.6667
Washington County,Oregon,"601,592",724.273,831,50.9333
Polk County,Oregon,"86,085",740.924,116,51.725
Sherman County,Oregon,"1,780",823.614,2,48.7917
Clatsop County,Oregon,"40,224",828.14,49,50.0917
Lincoln County,Oregon,"49,962",981.002,51,51.5
Tillamook County,Oregon,"27,036",1102.369,25,49.5333
Marion County,Oregon,"347,818",1180.559,295,49.6917
Gilliam County,Oregon,"1,912",1204.721,2,49
Coos County,Oregon,"64,487",1596.071,40,52.9333
Curry County,Oregon,"22,925",1628.381,14,53.1083
Josephine County,Oregon,"87,487",1638.649,53,51.2167
Wheeler County,Oregon,"1,332",1716.021,1,46.1167
Jefferson County,Oregon,"24,658",1782.239,14,46.5917
Clackamas County,Oregon,"418,187",1870.679,224,48.2
Morrow County,Oregon,"11,603",2030.529,6,48.7167
Union County,Oregon,"26,835",2036.941,13,43.9417
Linn County,Oregon,"129,749",2287.245,57,49.0167
Wasco County,Oregon,"26,682",2381.135,11,47.475
Jackson County,Oregon,"220,944",2783.255,79,50.2917
Crook County,Oregon,"24,404",2978.929,8,45.2083
Deschutes County,Oregon,"197,692",3017.617,66,43.8083
Baker County,Oregon,"16,124",3067.967,5,45.1333
Wallowa County,Oregon,"7,208",3145.897,2,42.775
Umatilla County,Oregon,"77,950",3215.449,24,47.8417
Grant County,Oregon,"7,199",4527.792,2,43.7
Lane County,Oregon,"382,067",4556.05,84,49.8333
Douglas County,Oregon,"110,980",5035.67,22,50.975
Klamath County,Oregon,"68,238",5942.746,11,44.325
Lake County,Oregon,"7,869",8138.6,1,44.7167
Malheur County,Oregon,"30,571",9887.711,3,47.4667
Harney County,Oregon,"7,393",10134.438,1,45.5
Montour County,Pennsylvania,"18,230",130.242,140,50.4
Philadelphia County,Pennsylvania,"1,584,064",134.279,11797,56.4917
Delaware County,Pennsylvania,"566,747",183.815,3083,55.5667
Union County,Pennsylvania,"44,923",315.956,142,50.15
Snyder County,Pennsylvania,"40,372",328.783,123,51.0333
Lehigh County,Pennsylvania,"369,318",345.294,1070,52.9167
Lawrence County,Pennsylvania,"85,512",357.226,239,50.1
Lebanon County,Pennsylvania,"141,793",361.812,392,52.6833
Northampton County,Pennsylvania,"305,285",369.782,826,51.875
Carbon County,Pennsylvania,"64,182",381.25,168,48.5417
Juniata County,Pennsylvania,"24,763",391.39,63,52.1167
Cameron County,Pennsylvania,"4,447",396.231,11,46.9833
Wyoming County,Pennsylvania,"26,794",397.308,67,47.7083
Mifflin County,Pennsylvania,"46,138",411.045,112,51.175
Forest County,Pennsylvania,"7,247",427.27,17,48.2083
Beaver County,Pennsylvania,"163,929",434.713,377,51.2917
Fulton County,Pennsylvania,"14,530",437.551,33,52.6
Sullivan County,Pennsylvania,"6,066",449.94,13,45.775
Northumberland County,Pennsylvania,"90,843",458.007,198,50.6917
Lackawanna County,Pennsylvania,"209,674",458.772,457,47.1917
Montgomery County,Pennsylvania,"830,915",482.966,1720,54.625
Columbia County,Pennsylvania,"64,964",482.993,135,49.3667
Adams County,Pennsylvania,"103,009",518.688,199,53.4417
Dauphin County,Pennsylvania,"278,299",524.889,530,52.6917
Blair County,Pennsylvania,"121,829",525.801,232,49.85
Pike County,Pennsylvania,"55,809",544.961,102,47.6083
Cumberland County,Pennsylvania,"253,370",545.479,464,53.5333
Perry County,Pennsylvania,"46,272",551.448,84,52.6417
Greene County,Pennsylvania,"36,233",575.932,63,52.9
Clarion County,Pennsylvania,"38,438",600.835,64,49.1667
Bucks County,Pennsylvania,"628,270",604.402,1039,53.9333
Monroe County,Pennsylvania,"170,271",608.257,280,47.9583
Jefferson County,Pennsylvania,"43,425",652.435,67,48.2417
Armstrong County,Pennsylvania,"64,735",653.191,99,50.5333
Mercer County,Pennsylvania,"109,424",672.516,163,49.2083
Venango County,Pennsylvania,"50,668",674.284,75,48.9167
Cambria County,Pennsylvania,"130,192",688.362,189,48.2167
Wayne County,Pennsylvania,"51,361",725.6,71,46.55
Allegheny County,Pennsylvania,"1,216,045",730.117,1666,52.3417
Chester County,Pennsylvania,"524,989",750.529,699,53.9833
Franklin County,Pennsylvania,"155,027",772.299,201,53.125
Schuylkill County,Pennsylvania,"141,359",778.631,182,50.1833
Butler County,Pennsylvania,"187,853",789.558,238,49.9583
Fayette County,Pennsylvania,"129,274",790.354,164,51.65
Erie County,Pennsylvania,"269,728",799.058,338,48.5167
Susquehanna County,Pennsylvania,"40,328",823.496,49,46.6667
Indiana County,Pennsylvania,"84,073",827.313,102,49.825
Elk County,Pennsylvania,"29,910",827.372,36,47.575
Berks County,Pennsylvania,"421,164",856.406,492,53.1
Washington County,Pennsylvania,"206,865",856.987,241,52.3583
Huntingdon County,Pennsylvania,"45,144",874.652,52,51.375
Warren County,Pennsylvania,"39,191",884.139,44,47.2667
Clinton County,Pennsylvania,"38,632",887.984,44,48.1583
Luzerne County,Pennsylvania,"317,417",889.966,357,47.7167
York County,Pennsylvania,"449,058",904.367,497,53.7833
Lancaster County,Pennsylvania,"545,724",943.924,578,53.5417
McKean County,Pennsylvania,"40,625",979.181,41,46.4417
Crawford County,Pennsylvania,"84,629",1012.302,84,48.4
Bedford County,Pennsylvania,"47,888",1012.303,47,51.4417
Westmoreland County,Pennsylvania,"348,899",1028.041,339,51.4417
Somerset County,Pennsylvania,"73,447",1074.358,68,49.15
Potter County,Pennsylvania,"16,526",1081.323,15,45.7
Centre County,Pennsylvania,"162,385",1108.694,146,48.75
Tioga County,Pennsylvania,"40,591",1133.773,36,46.1583
Clearfield County,Pennsylvania,"79,255",1144.683,69,47.925
Bradford County,Pennsylvania,"60,323",1147.413,53,47.2583
Lycoming County,Pennsylvania,"113,299",1228.765,92,48.2833
Bristol County,Rhode Island,"48,479",24.132,2009,51.575
Washington County,Rhode Island,"125,577",329.279,381,51.2417
Newport County,Rhode Island,"82,082",102.437,801,51.5
Kent County,Rhode Island,"164,292",168.565,975,50.5667
Providence County,Rhode Island,"638,931",409.486,1560,49.8917
Charleston County,South Carolina,"411,406",917.944,448,67.4917
Hampton County,South Carolina,"19,222",559.975,34,66.6667
Lancaster County,South Carolina,"98,012",549.068,179,63.1
Spartanburg County,South Carolina,"319,785",807.744,396,62.6
Oconee County,South Carolina,"79,546",626.518,127,61.3833
Chester County,South Carolina,"32,244",580.661,56,62.8667
Aiken County,South Carolina,"170,872",1070.68,160,66.2083
Darlington County,South Carolina,"66,618",560.601,119,65.3083
York County,South Carolina,"280,979",680.673,413,62.525
Kershaw County,South Carolina,"66,551",726.612,92,64.1083
Williamsburg County,South Carolina,"30,368",934.166,33,65.9417
Newberry County,South Carolina,"38,440",630.044,61,63.925
McCormick County,South Carolina,"9,463",359.129,26,64.5833
Pickens County,South Carolina,"126,884",496.977,255,62.2333
Marion County,South Carolina,"30,657",489.258,63,65.7
Lee County,South Carolina,"16,828",410.184,41,64.95
Lexington County,South Carolina,"298,750",698.992,427,65.2667
Abbeville County,South Carolina,"24,527",491.427,50,63.875
Anderson County,South Carolina,"202,558",713.853,284,63.3833
Florence County,South Carolina,"138,293",800.51,173,65.8917
Saluda County,South Carolina,"20,473",452.951,45,64.4333
Union County,South Carolina,"27,316",514.171,53,62.725
Dorchester County,South Carolina,"162,809",568.594,286,66.9917
Colleton County,South Carolina,"37,677",1056.48,36,66.9333
Cherokee County,South Carolina,"57,300",393.336,146,61.8583
Beaufort County,South Carolina,"192,122",576.15,333,68.7167
Greenwood County,South Carolina,"70,811",454.723,156,64
Bamberg County,South Carolina,"14,066",393.367,36,66
Clarendon County,South Carolina,"33,745",606.96,56,65.8583
Jasper County,South Carolina,"30,073",655.162,46,67.95
Orangeburg County,South Carolina,"86,175",1106.346,78,66.2667
Berkeley County,South Carolina,"227,907",1103.67,206,66.9583
Sumter County,South Carolina,"106,721",665.074,160,65.2417
Greenville County,South Carolina,"523,542",785.132,667,62.2417
Laurens County,South Carolina,"67,493",713.765,95,63.275
Georgetown County,South Carolina,"62,680",813.894,77,65.5917
Marlboro County,South Carolina,"26,118",479.874,54,65.1
Edgefield County,South Carolina,"27,260",500.746,54,65.275
Horry County,South Carolina,"354,081",1132.999,313,65.2
Dillon County,South Carolina,"30,479",405.067,75,65.375
Allendale County,South Carolina,"8,688",408.091,21,66.4167
Barnwell County,South Carolina,"20,866",548.379,38,66.3333
Fairfield County,South Carolina,"22,347",686.305,33,63.6667
Chesterfield County,South Carolina,"45,650",798.986,57,64.2167
Richland County,South Carolina,"415,759",757.326,549,65.3
Calhoun County,South Carolina,"14,553",381.152,38,66.025
Jerauld County,South Dakota,"2,013",526.133,4,41.9917
Haakon County,South Dakota,"1,899",1810.541,1,43.125
Campbell County,South Dakota,"1,376",733.677,2,39.3583
Kingsbury County,South Dakota,"4,939",832.237,6,41.3667
Edmunds County,South Dakota,"3,829",1125.981,3,39.6333
Lincoln County,South Dakota,"61,128",577.293,106,44.5333
Charles Mix County,South Dakota,"9,292",1097.488,8,45.675
Lyman County,South Dakota,"3,781",1642.147,2,44.0667
Turner County,South Dakota,"8,384",617.064,14,44.8333
Mellette County,South Dakota,"2,061",1307.325,2,44.8667
Clark County,South Dakota,"3,736",957.604,4,40.4167
Dewey County,South Dakota,"5,892",2302.488,3,41.4583
Union County,South Dakota,"15,932",460.757,35,45.5833
Hyde County,South Dakota,"1,301",860.629,2,40.875
Roberts County,South Dakota,"10,394",1101.049,9,40.075
McCook County,South Dakota,"5,586",574.205,10,43.6583
Davison County,South Dakota,"19,775",435.633,45,43.2
Aurora County,South Dakota,"2,751",708.46,4,43.3917
Pennington County,South Dakota,"113,775",2776.765,41,42.825
Lake County,South Dakota,"12,797",562.891,23,42.0833
Oglala Lakota County,South Dakota,"14,177",2093.601,7,45.2333
Moody County,South Dakota,"6,576",519.383,13,42.0917
Marshall County,South Dakota,"4,935",838.121,6,38.4583
Douglas County,South Dakota,"2,921",431.801,7,44.4833
Hanson County,South Dakota,"3,453",434.587,8,43.1167
Perkins County,South Dakota,"2,865",2870.46,1,40.4833
Brown County,South Dakota,"38,839",1713.03,23,40.0917
Deuel County,South Dakota,"4,351",622.739,7,39.975
Lawrence County,South Dakota,"25,844",800.053,32,39.6833
Clay County,South Dakota,"14,070",412.031,34,45.5417
Minnehaha County,South Dakota,"193,134",806.835,239,44.075
Codington County,South Dakota,"28,009",687.585,41,39.5
Gregory County,South Dakota,"4,185",1014.95,4,45.5333
Miner County,South Dakota,"2,216",570.17,4,42.2333
Hughes County,South Dakota,"17,526",741.527,24,42.6333
Butte County,South Dakota,"10,429",2250.017,5,42.1583
Spink County,South Dakota,"6,376",1503.512,4,41.3
Stanley County,South Dakota,"3,098",1444.432,2,43.1
Corson County,South Dakota,"4,086",2469.694,2,40.0667
Harding County,South Dakota,"1,298",2671.57,0,41.525
Brule County,South Dakota,"5,297",817.241,6,44.2667
Hutchinson County,South Dakota,"7,291",813.013,9,44.75
Jackson County,South Dakota,"3,344",1863.883,2,44.425
Meade County,South Dakota,"28,332",3470.934,8,42.7167
Yankton County,South Dakota,"22,814",521.189,44,45.5833
Bon Homme County,South Dakota,"6,901",563.549,12,45.825
Sanborn County,South Dakota,"2,344",569.248,4,42.475
Hamlin County,South Dakota,"6,164",506.959,12,40.2333
Fall River County,South Dakota,"6,713",1739.889,4,44.55
Hand County,South Dakota,"3,191",1436.65,2,41.2083
Sully County,South Dakota,"1,391",1006.723,1,41.75
Bennett County,South Dakota,"3,365",1184.642,3,44.375
Tripp County,South Dakota,"5,441",1612.458,3,45.4333
Ziebach County,South Dakota,"2,756",1961.24,1,41.95
Todd County,South Dakota,"10,177",1388.595,7,44.775
Brookings County,South Dakota,"35,077",792.226,44,40.9333
Day County,South Dakota,"5,424",1028.495,5,38.9583
Beadle County,South Dakota,"18,453",1258.709,15,42.2167
Potter County,South Dakota,"2,153",861.138,3,40.5
Faulk County,South Dakota,"2,299",981.692,2,40.1667
Custer County,South Dakota,"8,972",1556.947,6,43.1917
Grant County,South Dakota,"7,052",681.446,10,40.4667
Walworth County,South Dakota,"5,435",708.642,8,40.0417
Buffalo County,South Dakota,"1,962",471.405,4,42.6333
Jones County,South Dakota,903,969.672,1,43.8167
McPherson County,South Dakota,"2,379",1136.643,2,38.4667
Trousdale County,Tennessee,"11,284",114.342,99,59.9083
Moore County,Tennessee,"6,488",129.223,50,60.325
Hamblen County,Tennessee,"64,934",161.189,403,59.6167
Pickett County,Tennessee,"5,048",162.979,31,59.3833
Lake County,Tennessee,"7,016",165.785,42,59.6833
Unicoi County,Tennessee,"17,883",186.064,96,55.2417
Meigs County,Tennessee,"12,422",195.135,64,61.3083
Houston County,Tennessee,"8,201",200.294,41,59.625
Hancock County,Tennessee,"6,620",222.324,30,57.45
Union County,Tennessee,"19,972",223.578,89,58.3583
Loudon County,Tennessee,"54,068",229.272,236,60.9
Clay County,Tennessee,"7,615",236.537,32,59.525
Crockett County,Tennessee,"14,230",265.528,54,60.7167
Cannon County,Tennessee,"14,678",265.635,55,59.95
Sequatchie County,Tennessee,"15,026",265.851,57,59.15
Van Buren County,Tennessee,"5,872",273.415,21,58.7083
Jefferson County,Tennessee,"54,495",275.073,198,60.3667
Grainger County,Tennessee,"23,320",280.587,83,58.6
Lewis County,Tennessee,"12,268",282.092,43,60.1917
Chester County,Tennessee,"17,297",285.736,61,60.85
Johnson County,Tennessee,"17,788",298.44,60,53.9583
Cheatham County,Tennessee,"40,667",302.525,134,60.225
DeKalb County,Tennessee,"20,490",304.415,67,59.9417
Macon County,Tennessee,"24,602",307.144,80,58.8917
Jackson County,Tennessee,"11,786",308.627,38,59.75
Smith County,Tennessee,"20,157",314.295,64,59.8417
Rhea County,Tennessee,"33,167",315.383,105,60.1833
Washington County,Tennessee,"129,375",326.49,396,58.5333
Bradley County,Tennessee,"108,110",328.762,329,61.6917
Decatur County,Tennessee,"11,663",333.878,35,61.0333
Anderson County,Tennessee,"76,978",337.203,228,59.375
Carter County,Tennessee,"56,391",341.258,165,55.5833
Grundy County,Tennessee,"13,427",360.444,37,58.075
Roane County,Tennessee,"53,382",360.758,148,60.6083
Marshall County,Tennessee,"34,375",375.462,92,60.4667
White County,Tennessee,"27,345",376.678,73,59.1583
Benton County,Tennessee,"16,160",394.306,41,60.225
Putnam County,Tennessee,"80,245",401.106,200,59.05
Bledsoe County,Tennessee,"15,064",406.428,37,59.1083
Sullivan County,Tennessee,"158,348",413.416,383,58.1583
Perry County,Tennessee,"8,076",414.762,19,60.6333
Coffee County,Tennessee,"56,520",428.964,132,59.525
McMinn County,Tennessee,"53,794",430.117,125,61.4
Warren County,Tennessee,"41,277",432.673,95,59.7
Overton County,Tennessee,"22,241",433.485,51,59.0333
Claiborne County,Tennessee,"31,959",434.6,74,56.7
Polk County,Tennessee,"16,832",434.605,39,60.5083
Cocke County,Tennessee,"36,004",436.135,83,59.5167
Tipton County,Tennessee,"61,599",458.409,134,61.7583
Stewart County,Tennessee,"13,715",459.776,30,59.4833
Lauderdale County,Tennessee,"25,633",471.967,54,61.275
Bedford County,Tennessee,"49,713",473.639,105,60.625
Robertson County,Tennessee,"71,813",476.314,151,59.6833
Campbell County,Tennessee,"39,842",480.19,83,57.2833
Hawkins County,Tennessee,"56,786",487.054,117,58.85
Dickson County,Tennessee,"53,948",489.898,110,59.475
Marion County,Tennessee,"28,907",498.254,58,59.95
Fentress County,Tennessee,"18,523",498.619,37,58.2417
Davidson County,Tennessee,"694,144",503.452,1379,60.85
Knox County,Tennessee,"470,313",508.326,925,60.3583
Dyer County,Tennessee,"37,159",512.351,73,60.325
Henderson County,Tennessee,"28,117",520.009,54,60.6167
Morgan County,Tennessee,"21,403",522.18,41,58.4833
Sumner County,Tennessee,"191,283",529.457,361,59.6417
Humphreys County,Tennessee,"18,582",530.763,35,59.8833
Scott County,Tennessee,"22,068",532.301,41,57.5
Haywood County,Tennessee,"17,304",533.107,32,61.1917
Montgomery County,Tennessee,"208,993",539.165,388,60.1667
Hamilton County,Tennessee,"367,804",542.366,678,61.575
Obion County,Tennessee,"30,069",544.847,55,59.1583
Franklin County,Tennessee,"42,208",554.495,76,59.9167
Madison County,Tennessee,"97,984",557.174,176,60.8333
Blount County,Tennessee,"133,088",558.82,238,59.7833
Henry County,Tennessee,"32,345",561.902,58,59.4667
McNairy County,Tennessee,"25,694",562.842,46,60.95
Lincoln County,Tennessee,"34,366",570.342,60,60.7083
Wilson County,Tennessee,"144,657",571.088,253,60.3083
Hardin County,Tennessee,"25,652",577.328,44,61.2417
Weakley County,Tennessee,"33,328",580.353,57,59.5083
Williamson County,Tennessee,"238,412",582.869,409,60.2083
Sevier County,Tennessee,"98,250",592.489,166,58.1333
Carroll County,Tennessee,"27,767",597.658,46,60.075
Gibson County,Tennessee,"49,133",602.745,82,60.175
Giles County,Tennessee,"29,464",610.931,48,60.5667
Hickman County,Tennessee,"25,178",612.483,41,59.875
Maury County,Tennessee,"96,387",613.139,157,60.3
Lawrence County,Tennessee,"44,142",617.13,72,60.725
Rutherford County,Tennessee,"332,285",619.266,537,60.8083
Greene County,Tennessee,"69,069",622.169,111,59.2917
Monroe County,Tennessee,"46,545",635.778,73,59.975
Hardeman County,Tennessee,"25,050",667.743,38,61.1833
Cumberland County,Tennessee,"60,520",681.334,89,57.2333
Fayette County,Tennessee,"41,133",704.775,58,61.6083
Wayne County,Tennessee,"16,673",734.109,23,60.8667
Shelby County,Tennessee,"937,166",763.56,1227,62.3333
Rockwall County,Texas,"104,915",127.114,825,65.2
Somervell County,Texas,"9,128",186.468,49,65.75
Camp County,Texas,"13,094",195.848,67,64.5333
Rains County,Texas,"12,514",229.453,55,64.925
Morris County,Texas,"12,388",251.989,49,64.3167
Aransas County,Texas,"23,510",252.069,93,71.7583
Delta County,Texas,"5,331",256.832,21,64.325
Gregg County,Texas,"123,945",273.38,453,65.3417
Franklin County,Texas,"10,725",284.391,38,64.275
Orange County,Texas,"83,396",333.786,250,69.1167
Galveston County,Texas,"342,139",378.901,903,71.1917
Marion County,Texas,"9,854",380.884,26,65
Titus County,Texas,"32,750",406.063,81,64.3167
Hood County,Texas,"61,643",420.709,147,65.5583
Madison County,Texas,"14,284",466.065,31,67.0167
Sabine County,Texas,"10,542",491.71,21,66.725
Calhoun County,Texas,"21,290",506.839,42,72.2333
Waller County,Texas,"55,246",513.257,108,69.6333
San Augustine County,Texas,"8,237",530.657,16,66.6167
Caldwell County,Texas,"43,664",545.24,80,69.1583
Comal County,Texas,"156,209",559.525,279,68.4333
San Jacinto County,Texas,"28,859",569.243,51,67.8917
