Location ID,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
CO-059,Jefferson County,29.4,28,33.3,44.4,45.8,59.4,68.3,67.7,62.7,41,35.8,31.3
CO-061,Kiowa County,31.8,27.6,38.1,52.4,55.6,68.8,77.4,76.4,72.5,46.9,38.6,34
CO-063,Kit Carson County,31.9,26.4,36.3,50.6,53.8,67.2,76.1,74.4,70.1,45.6,38.2,34.8
CO-065,Lake County,17.2,16.3,24.1,33.8,35.7,47.8,54.9,54.4,50.1,31.5,26.9,17.2
CO-067,La Plata County,24.8,24.3,35.6,44.6,46.1,59,66.7,66.5,59.7,42.8,36.8,27.4
CO-069,Larimer County,26.5,24,29.2,41.4,43.2,55.6,64.9,63.9,58.2,36.8,32.9,26.8
CO-071,Las Animas County,33.2,33.7,39.6,50.5,53.8,66,73.4,73.2,69.1,46,40.4,35
CO-073,Lincoln County,30.3,27.6,35.6,49,52.1,65,74.6,73.9,69,43.7,36.7,33.2
CO-075,Logan County,30.6,23.4,34,49.7,51.7,66.1,75,72.8,67.6,43.5,36.5,32.8
CO-077,Mesa County,26.3,27.5,37.9,48.2,49.8,62.7,71.8,71.3,63.7,42.5,38,28.4
CO-079,Mineral County,19.5,17.6,27.3,36,38.7,50,56.3,56,51.1,35.5,30.4,20.5
CO-081,Moffat County,21.2,21.8,30.4,44.2,47.3,59.4,69.9,68.6,60.2,37.2,34.1,24.5
CO-083,Montezuma County,27.4,28.4,40.1,49.1,50.2,64,71.9,71.3,64.2,45.4,39,30
CO-085,Montrose County,26.2,27.5,38.1,48.2,49.7,63,71.2,71,64.1,43.5,38.3,28.3
CO-087,Morgan County,29.4,25.1,35.2,50.2,52.4,66.4,76.3,74.1,68.4,43.4,35.7,31.6
CO-089,Otero County,33.1,32.6,40.3,53.2,56.5,70.1,78.2,77.6,73.3,47.5,39.5,35.4
CO-091,Ouray County,21.3,21.8,32.8,41.6,43.5,56.1,63.7,62.7,57.6,39.4,32.8,23.9
CO-093,Park County,19.1,20.3,27.3,37.2,39.4,51.6,59.6,58.8,54.5,34,29.6,21.4
CO-095,Phillips County,30.2,20.9,33.9,49.5,51.8,66.2,75.5,72.8,68.4,44,36.3,32.8
CO-097,Pitkin County,20.6,19.6,28.1,37.5,39.5,51.4,59.3,59.2,53.9,34.4,30.4,20.8
CO-099,Prowers County,32.8,29.6,39.6,53.6,57.3,70,78.6,77.9,73.9,48.2,39.2,35.5
CO-101,Pueblo County,33.3,33.6,40.1,52.3,54.8,67.8,76.4,75.8,71.4,47.1,39.7,35.5
CO-103,Rio Blanco County,22.7,23.8,31.8,44.2,46.8,58.8,68.9,68.3,60.2,38.3,35.1,25.5
CO-105,Rio Grande County,16.5,18.9,32.2,41,43.6,54.3,60.2,60.4,55.1,38.6,31.5,19.2
CO-107,Routt County,20.1,20.5,28.2,40.1,43,53.4,62.6,62,55.6,34,31.5,21.3
CO-109,Saguache County,16.9,18.6,29.9,39.5,41.5,53.4,60.7,60.3,55.7,36.9,30.5,18.5
CO-111,San Juan County,19.9,16.7,26.2,34.2,35.7,47.6,54.2,54,48.9,34,29.6,20.4
CO-113,San Miguel County,25.2,25,35.8,44.7,46,59.3,66.9,66.6,60.3,41.6,36.5,26.9
CO-115,Sedgwick County,29.8,20.5,32.9,49.4,51.1,66,74.9,72.4,68,43.6,36,32.1
CO-117,Summit County,18.5,18.6,25.6,35.5,37.5,48.7,57,56.3,51.7,31.4,27.9,18.6
CO-119,Teller County,21.6,23.2,29,39,40.8,53.4,61.7,61.2,57,35.5,30.4,24.9
CO-121,Washington County,30.1,25.1,35,49.5,52,65.8,75.3,73.7,68.9,43.7,36.8,33.2
CO-123,Weld County,29.4,25.5,33.3,48,50.2,64.2,73,71.8,65.8,42.6,35.3,30.3
CO-125,Yuma County,31.2,23.8,35.8,50.8,53.4,67.9,76.9,74.1,69.8,45.1,37.4,34.3
CT-001,Fairfield County,28.5,32.2,36.9,51,59,67.9,76.3,72,65.5,56,39.4,33.8
CT-003,Hartford County,26.5,30.2,35.2,49.4,58,67.1,75.9,71.2,63.2,53.6,38,31
CT-005,Litchfield County,24.1,27.3,32.6,47.2,55.6,64.6,73.1,68.6,61,51.4,35.4,28.7
CT-007,Middlesex County,28.4,31.3,35.9,49.5,57.5,67.2,75.5,71.4,64.1,54.5,39.2,32.9
CT-009,New Haven County,28,31,36,49.9,58.1,67.7,76,71.9,64.7,55,39.1,32.8
CT-011,New London County,29.2,31.7,35.9,49.3,56.7,66.6,74.9,71.1,63.6,54.3,39.8,33.9
CT-013,Tolland County,26.4,29.8,34.3,48.3,56.3,65.9,74.4,69.8,62,52.3,37.6,30.6
CT-015,Windham County,27,29.9,34.2,48.5,55.9,65.9,74,69.9,62.1,52.4,38,31.4
DE-001,Kent County,34.7,37.8,43,58.6,66.7,73.6,79.7,76.3,71.6,61,42.9,39.4
DE-003,New Castle County,32.7,35.9,41.5,57.5,65.3,72.4,79,76,70.8,59.8,42,37.7
DE-005,Sussex County,36.9,40.7,44.3,59.3,67.8,74.6,80.3,76.8,72,62.6,44.8,41.4
FL-001,Alachua County,55.9,65.5,63.8,69.7,79.1,82.1,82.5,82.7,81.7,76.6,61.6,61.6
FL-003,Baker County,54.3,63.2,61.8,68.5,77.9,81,81.9,82.4,80.4,74.6,58.7,59.1
FL-005,Bay County,54,61.9,60.7,67.2,77.7,82.4,83,82.5,82.3,74.8,57.7,58.9
FL-007,Bradford County,55.8,64.7,63.3,69.8,78.8,81.8,82.2,82.5,81.3,75.6,60.9,61.1
FL-009,Brevard County,61.2,69,67.2,72.8,78.2,81.8,83,82.5,81.7,79.3,68.6,66.7
FL-011,Broward County,66.4,73.7,72.4,76.2,80.2,83.3,84,83.7,83.5,81.7,73.4,71.2
FL-013,Calhoun County,52.8,61.9,60.4,67,77.5,81.9,82.3,82.1,82,73.9,57.2,58
FL-015,Charlotte County,61.8,71.5,69.1,74.3,80.2,83.4,83.5,83.5,82.7,81.1,70.7,68
FL-017,Citrus County,56,66.8,65.1,70.4,79.2,82.3,82.6,83,81.8,78.4,64.8,63.3
FL-019,Clay County,56.5,65.3,63.9,70.3,79,82.3,82.5,82.7,81.4,76.4,62.3,62.2
FL-021,Collier County,64.3,73.1,71.4,75.2,80,82.8,83.5,83.3,82.7,81.4,72.5,70.3
FL-023,Columbia County,54.2,63.2,61.3,68,77.8,80.6,81.6,82,80.2,74.9,58.3,58.6
FL-027,DeSoto County,61.1,70.8,68.2,73.8,79.5,82.8,82.8,82.7,81.5,79.9,69.4,66.8
FL-029,Dixie County,54.6,64.4,62.7,68.5,78.7,81.7,82.3,82.6,81.6,75.9,60.3,60
FL-031,Duval County,55.6,64.4,63,69.5,78.6,82.2,82.4,82.9,81.3,76.1,61.2,61.2
FL-033,Escambia County,52.1,62.1,59.8,66.1,76.4,81,82.1,82.1,82,72.5,56.1,56.6
FL-035,Flagler County,58.7,67.2,65.6,71.4,78.7,82.2,82.5,82.8,81.2,78.2,65.1,64.1
FL-037,Franklin County,54,63,61.2,67.7,78.4,82,82.5,82.7,83,75.8,59.4,59.3
FL-039,Gadsden County,52.1,62.4,60.5,66.9,77.7,81.1,81.6,82.1,81.8,74,57.6,57.1
FL-041,Gilchrist County,54.7,64.6,62.7,68.6,78.8,81.7,82.2,82.5,81.5,75.8,60.2,60.3
FL-043,Glades County,61.8,71.3,69,73.8,79,82.3,82.9,82.8,81.6,80.1,69.8,67.8
FL-045,Gulf County,54.5,62.3,61,67.5,77.8,82,82.5,82.3,82.3,75.2,58.6,59.4
FL-047,Hamilton County,53.3,62.2,60,66.9,77,79.8,80.8,81.4,79,74.8,57,57.4
FL-049,Hardee County,60.6,70.4,67.9,73.8,79.6,82.7,82.8,82.8,81.6,79.8,68.7,66.4
FL-051,Hendry County,63,72.1,70.2,74.3,79.1,82.3,83,83,82,80.6,71,69
FL-053,Hernando County,57.3,68.3,66.1,71.7,79.5,82.4,82.6,83.1,81.9,78.9,66.1,64.5
FL-055,Highlands County,60.8,70.6,68,73.6,79.4,82.4,83,82.7,81.5,79.8,69,67
FL-057,Hillsborough County,60.1,70,68,73.6,80.5,83.3,82.9,83.4,82.7,80.1,68.2,66.5
FL-059,Holmes County,51.2,60.8,59.2,65.6,76.6,81.8,82.4,82.3,82,72.5,55.1,56.3
FL-061,Indian River County,61.8,69.7,67.9,72.9,77.7,82.1,82.9,82.7,81.4,79.4,69.4,67.3
FL-063,Jackson County,52.1,61.8,60.3,66.8,77.6,82.2,82.4,82.4,82.3,73.4,56.6,57.3
FL-065,Jefferson County,52.9,62.9,60.9,67.4,77.7,81,81.8,82.2,81.4,74.3,58.5,57.5
FL-067,Lafayette County,53.9,63.8,61.6,68.2,78.2,81.2,81.7,82.2,80.9,74.9,59.1,58.7
FL-069,Lake County,58.8,68.1,66.7,71.9,79.2,82.6,82.7,83,81.4,78.7,66.4,64.8
FL-071,Lee County,62.9,72.2,70.2,74.7,80.2,82.9,83.3,83.5,82.9,81.5,71.6,69.2
FL-073,Leon County,52.4,62.9,60.8,67,78.1,81.2,81.9,82.5,82,74.3,58.2,57.4
FL-075,Levy County,55.5,65.6,63.6,69.6,79.3,82.2,82.7,82.8,82.3,77.4,62.4,62.1
FL-077,Liberty County,52.9,62.5,60.7,67.1,77.7,81.5,82,82.2,82.2,74.4,58,58.1
FL-079,Madison County,53.2,62.7,60.6,67.5,77.3,80.6,81.2,81.7,80.2,74.2,58,57.4
FL-081,Manatee County,60.5,69.9,67.8,73.4,79.7,83,82.5,83,82.1,80.1,68.9,66.5
FL-083,Marion County,56.8,66.7,65.2,70.6,78.9,82.1,82.3,82.6,81,77.7,63.8,62.8
FL-085,Martin County,64.6,72.6,70.7,75.3,79.6,83.5,84.1,83.9,82.6,81.1,72,70
FL-086,Miami-Dade County,67.3,74.4,72.8,76.4,80.6,83.8,84.3,84.2,83.7,82.1,74.4,71.9
FL-087,Monroe County,67.5,75.2,73.3,77,81.2,84.6,84.9,84.7,84,82.6,74.9,72.4
FL-089,Nassau County,54.3,62.9,61.9,68.5,78.2,81.6,82.4,82.8,80.8,75.3,59.5,59.7
FL-091,Okaloosa County,51.1,61.4,59.5,65.4,75.7,81.3,82.2,82.3,82,72.8,56.1,56.6
FL-093,Okeechobee County,61.9,70.7,68.5,73.6,78.8,82.6,83.3,83.2,81.5,79.8,69.7,67.6
FL-095,Orange County,60.1,69.2,67.5,72.7,79.4,82.7,83.3,83.2,81.8,79.4,67.7,66.2
FL-097,Osceola County,60.9,69.8,67.8,73.2,79.5,82.7,83.4,83.2,82.1,80,68.5,66.8
FL-099,Palm Beach County,65.2,73,71.4,75.8,79.7,83.1,83.7,83.5,82.7,81.1,72.6,70.6
FL-101,Pasco County,58.5,69.2,67,72.6,79.8,82.7,82.6,83.3,82.1,79.2,66.8,65.4
FL-103,Pinellas County,60.1,69.6,68.1,74,80.9,83.9,83.1,83.8,83.2,80.6,68.7,66.7
FL-105,Polk County,60.4,70.4,67.9,73.6,80.4,83.1,83.5,83.5,82.4,80.3,68.4,66.5
FL-107,Putnam County,57.7,66.5,65.2,70.9,79.1,82.4,82.6,82.8,81.4,77.6,64,63.4
FL-109,St. Johns County,58,66.1,64.7,70.9,78.9,82.3,82.4,82.7,81.6,77.8,63.9,63.5
FL-111,St. Lucie County,63.3,71.4,69.4,74,78.6,83,83.7,83.6,81.7,80.2,70.8,68.6
FL-113,Santa Rosa County,51.6,61.5,59.7,65.7,75.9,80.7,82,81.9,81.9,72.3,55.8,56.8
FL-115,Sarasota County,60.8,70.5,68,73.5,79.7,83.3,83,83.5,82.4,80.6,69.8,66.9
FL-117,Seminole County,59.8,68.8,67.2,72.3,79,82.5,83.3,83.3,81.4,78.7,67.1,65.6
FL-119,Sumter County,57.4,67.6,66,71.1,79,82.2,82.4,82.8,81.3,78.4,65.5,64.1
FL-121,Suwannee County,53.7,63.3,60.9,67.8,78,80.7,81.3,81.9,80.3,74.8,58.3,58.3
FL-123,Taylor County,54.2,63.6,61.7,68.4,78,81.4,82.1,82.4,81.6,75.2,59.8,58.8
FL-125,Union County,55,64.1,62.5,69,78.5,81.3,82,82.4,81,75.1,59.6,59.8
FL-127,Volusia County,59.2,67.8,66.2,71.6,78.4,82.2,82.8,83,81,78.3,66.1,64.5
FL-129,Wakulla County,52.9,63.2,61.1,67.5,78.3,81.5,82.2,82.7,82.6,75.1,59,58.1
FL-131,Walton County,51.4,61,59.5,65.6,76.2,81.7,82.4,82.4,82.1,73.2,56.1,56.7
FL-133,Washington County,52.3,61.4,60,66.3,77.1,82.1,82.6,82.2,81.9,73.2,56.2,57.6
GA-001,Appling County,51.8,59.9,59.8,67.5,78.2,80.8,82.8,82.5,79.7,71.7,55.3,54.7
GA-003,Atkinson County,51.9,60.8,59.7,67.1,77.7,80.7,82.3,82.4,79.8,72.2,55.5,55.4
GA-005,Bacon County,51.8,60.3,59.9,67.5,78.2,80.9,82.9,82.2,79.4,71.4,55.6,55.3
GA-007,Baker County,51.4,60.8,60.3,67,78.3,81.2,81.8,82.2,80.7,72.9,56.1,55.2
GA-009,Baldwin County,48,55.1,55.9,63.7,75.9,78.5,81.9,81.8,80.1,70.3,52.6,51.7
GA-011,Banks County,43.6,50.3,51.8,61.4,73.2,74.6,79.5,78.2,77.2,66,50,48.3
GA-013,Barrow County,43.7,50.6,52.1,61.7,73.4,75,79.8,78.4,77.7,66,50.4,48.6
GA-015,Bartow County,42,49.6,51.1,61.3,72.7,74.7,79.7,78.6,77.6,65,47.7,47.8
GA-017,Ben Hill County,51.3,59.8,58.7,66.8,77.7,80.5,82.3,82.5,80.3,72.3,55.1,54.9
GA-019,Berrien County,51.2,60.4,58.7,66.4,76.9,80.2,81.4,81.7,79.6,72,55,54.9
GA-021,Bibb County,48.1,55.2,56.1,64.3,76.1,78.9,81.7,81.9,80.5,70.5,53,52
GA-023,Bleckley County,49.5,57,57.1,65.7,77,79.6,82,81.9,80.4,71.3,54.1,53.5
GA-025,Brantley County,53.4,60.6,60.6,68.6,78.4,80.6,82.3,82,79.7,73.5,56.3,56.6
GA-027,Brooks County,51.3,61.1,59.4,66.4,76.7,80,80.8,81.1,79.4,72.3,56,55.4
GA-029,Bryan County,52.3,59.8,60.3,67.3,78.7,80.7,83,82.7,80.3,73.2,55.9,55.5
GA-031,Bulloch County,51.5,58.9,59.6,66.4,78.1,79.3,82.1,82.1,79.1,71.6,54.8,54.1
GA-033,Burke County,49.2,56,56.8,65.2,76.8,78.3,82.2,81.7,79.7,70.7,53.1,52.2
GA-035,Butts County,46.4,54.2,55.2,62.2,75,77.3,80.8,81.2,80.1,68.3,52.2,51.2
GA-037,Calhoun County,50.6,59.5,59.6,66.5,77.9,80.9,81.6,81.9,80.8,72.3,55.5,54.4
GA-039,Camden County,53.7,61.5,61.1,68.1,78,81,82.3,82.3,80.6,75.3,58.3,58.5
GA-043,Candler County,52,58.6,59.3,66.3,78,79.1,82,82.2,79.2,71.3,54.5,53.6
GA-045,Carroll County,44.6,52.8,53.5,62,73,74.9,78.9,79.2,77.6,65.9,48.8,48.7
GA-047,Catoosa County,41.9,50,49.9,61.8,72.1,75.2,79.1,78.9,78.7,64.9,48.3,48.1
GA-049,Charlton County,53.7,62,61.3,68.5,78.1,81.2,82.5,82.9,80.1,74.4,57.7,58.1
GA-051,Chatham County,52.4,59.9,60,67.2,78.8,80.9,83.3,82.7,80.7,73.7,56.4,56.3
GA-053,Chattahoochee County,48.5,56.9,56.5,64.7,75.7,78.5,80.8,80.9,80.8,69.6,52.8,52.2
GA-055,Chattooga County,42.2,50.5,50.4,61.5,71.8,74.7,78.6,78.1,77.4,64.9,48,48.2
GA-057,Cherokee County,41.7,49.3,50.8,60.5,71.8,73.6,78.9,77.6,76.9,64.7,47.9,47.8
GA-059,Clarke County,44.3,51,52.7,62.2,74,75.7,80.4,78.8,77.6,66.3,50.6,49
GA-061,Clay County,50.2,58.3,58.9,65.5,76.9,80.6,81.7,81.6,81.1,71.2,54.4,53.3
GA-063,Clayton County,45,52.8,54,62.8,74.6,76.1,80.6,80.8,79.6,67,50.7,50
GA-065,Clinch County,52.7,61.3,59.9,67,77.1,80.4,82,82.4,78.9,73.7,56.1,56.4
GA-067,Cobb County,43.3,50.8,52.6,62.2,73.7,75.1,79.9,79.5,78.6,65.7,49.4,48.8
GA-069,Coffee County,51.6,60.3,59.4,67,77.8,80.7,82.4,82.5,80,72.1,55.3,55.1
GA-071,Colquitt County,50.5,60.2,58.8,66.1,76.8,80.1,81,81,79.3,71.5,55.2,54.5
GA-073,Columbia County,47.4,53.7,55.3,65,76.6,77.8,82.2,81,79,69.5,51.8,50.9
GA-075,Cook County,50.6,60.2,58.6,66.1,76.6,80,81,81.1,79.2,71.6,55.1,54.7
GA-077,Coweta County,45.8,54.3,54.7,63.3,74.3,76.3,80.4,80.8,78.9,67,50.5,50.2
GA-079,Crawford County,47.9,55,55.7,64.2,75.8,78.6,81.1,81.5,79.9,70,52.6,51.7
GA-081,Crisp County,50.7,58.6,58,66.5,77.6,80.7,82.2,82,80.1,72,54.8,54.4
GA-083,Dade County,41,49.1,48.9,60.6,70.4,73.1,76.9,76.7,76.6,63.8,47.3,47.2
GA-085,Dawson County,40.9,48.2,49.5,58.9,69.9,71.8,77,75.6,75,63.7,47.3,46.9
GA-087,Decatur County,52,61.8,60.6,66.9,78,81.4,81.7,82.3,81.3,73.5,56.8,56.3
GA-089,DeKalb County,44.2,51.8,53.2,62.3,74,75.6,80.3,80.2,79.2,66.4,50.3,49.4
GA-091,Dodge County,50.2,58.7,57.9,66.7,77.5,79.8,82.2,82.1,80.3,71.6,54.7,54.2
GA-093,Dooly County,50.1,57.5,57.2,66,77.2,80.4,82,82.1,80.3,71.6,54.3,53.8
GA-095,Dougherty County,50.9,60.5,59.6,67.2,78.1,81,82.2,82,80.7,73,55.7,54.8
GA-097,Douglas County,44.3,52.3,53.6,62.6,73.8,75.3,79.8,79.9,78.6,66.2,49.6,49.2
GA-099,Early County,51.1,59.9,60,66.3,77.6,81.4,81.9,82.1,81.3,72.2,55.6,55
GA-101,Echols County,52.8,61.5,59.5,66.4,76.4,79.6,81,81.6,78.4,74.4,56.3,56.8
GA-103,Effingham County,51.1,58.9,59.2,66.2,78.1,79.8,82.5,82.1,79.5,71.9,54.8,54.7
GA-105,Elbert County,44.5,50.9,52.5,62.6,74.1,75.8,80.6,79.3,77.9,66.9,49.5,48.5
GA-107,Emanuel County,50.7,57.1,57.6,65.5,77.2,78.6,81.8,81.9,79.4,71.2,53.6,52.9
GA-109,Evans County,52.2,59.3,60.3,67.1,78.6,79.9,82.5,82.7,79.7,72,55,54.2
GA-111,Fannin County,38.9,46.3,47.2,57.9,67.7,69.8,74.1,73.4,72.4,61.2,44.8,44.6
GA-113,Fayette County,45.5,53.7,54.6,63.3,74.8,76.6,80.8,81,79.5,67.1,51,50.5
GA-115,Floyd County,42.3,50.2,51.1,61.8,72.7,75.3,79.6,78.7,77.5,65.1,47.5,48
GA-117,Forsyth County,42.1,49.1,50.6,59.9,71.5,73.3,78.4,77.2,76.7,64.8,48.7,47.7
GA-119,Franklin County,43.6,50.2,51.8,61.6,73.4,75,79.9,78.6,77.5,66.2,49.7,48.2
GA-121,Fulton County,44.1,51.8,53.2,62.4,73.8,75.5,80.2,80.1,79,66.2,50,49.2
GA-123,Gilmer County,39.3,47.1,48,58.3,68.5,70.4,75.6,74.1,73.3,62.2,45.5,45.7
GA-125,Glascock County,47.4,54.1,55.2,64.1,75.7,77.3,81.4,80.7,78.4,69.5,51.4,50.7
GA-127,Glynn County,53.6,61,60.9,68.3,78.6,81.2,82.8,82.1,80.6,74.9,57.5,57.7
GA-129,Gordon County,41.8,49.7,50.5,61.2,72.2,74.7,79.7,78.6,77.6,65,47.7,47.9
GA-131,Grady County,52,61.8,60.4,66.7,77.8,80.8,81.2,81.9,80.6,73.2,56.8,56.2
GA-133,Greene County,45.6,52.6,54.3,62.9,74.8,76.4,81.2,79.6,78.6,67.3,51,49.9
GA-135,Gwinnett County,43.3,50.4,52,61.3,73,74.6,79.4,78.7,78,65.6,49.9,48.4
GA-137,Habersham County,41.5,49.1,49.8,60,70.8,71.9,77,75.7,74.6,63.7,48.1,46.8
GA-139,Hall County,42.6,49.5,51,60.3,72,73.5,78.5,77.3,76.8,65.1,49.4,47.8
GA-141,Hancock County,47,53.9,55.1,63.5,75.4,77.3,81.4,80.7,78.8,69.1,51.4,50.6
GA-143,Haralson County,43,51.3,52.2,61.7,72.3,74.6,78.2,78,76.8,65.1,47.6,48.2
GA-145,Harris County,47,55.4,55.1,63.2,74.2,77.4,80.1,79.9,79.3,67.8,51.1,51
GA-147,Hart County,43.9,50.3,52,62.1,73.6,75.4,80.3,79,77.9,66.6,49.3,48.4
GA-149,Heard County,45.4,54.3,54,62.6,73.2,75.7,79.4,80,78.1,66.5,49.6,49.2
GA-151,Henry County,45.5,53.3,54.4,62.5,74.7,76.6,80.7,80.9,79.6,67.4,51.2,50.5
GA-153,Houston County,49.2,56.3,56.7,65.3,76.8,79.7,81.9,82,80.5,71.2,53.7,53.1
GA-155,Irwin County,51.3,59.9,58.7,66.6,77.4,80.4,82,82.2,80,72.2,55,54.8
GA-157,Jackson County,43.9,50.5,52.2,61.7,73.4,75.1,79.8,78.5,77.6,66.1,50.4,48.6
GA-159,Jasper County,46.9,54.5,55.4,61.8,74.9,77.6,80.8,81.2,80.3,68.8,52.8,51.4
GA-161,Jeff Davis County,51.2,59.8,59.1,66.9,77.7,80.7,82.6,82.5,79.8,71.7,55.1,54.6
GA-163,Jefferson County,48.2,55,55.8,64.5,76.1,77.7,81.5,81.1,78.8,70,52,51.4
GA-165,Jenkins County,50.2,57,57.6,65.3,77.1,78.5,82,81.8,79.5,71.1,53.7,52.9
GA-167,Johnson County,49.2,56,56.4,65,76.6,78.4,81.9,81.7,79.4,71,52.8,52.3
GA-169,Jones County,47.8,55.1,55.9,63.2,75.6,78.4,81.4,81.6,80.4,69.9,53,51.9
GA-171,Lamar County,46.7,54.5,55.3,62.9,75.1,77.3,80.6,80.9,79.6,68.3,52.1,51.3
GA-173,Lanier County,51.7,60.7,59,66.3,76.6,79.8,81.2,81.5,78.8,72.8,55.3,55.5
GA-175,Laurens County,49.8,57.6,57.3,66.2,77.3,79.4,82.3,82.1,80.1,71.4,53.9,53.4
GA-177,Lee County,50.6,59.3,58.5,66.9,77.5,80.7,82.1,82,80.5,72.4,55.1,54.3
GA-179,Liberty County,52.6,59.9,60.4,67.6,78.7,81,83,82.7,80.5,73.6,56.3,55.7
GA-181,Lincoln County,45.8,52.2,54.1,64,75.4,76.5,81.4,80,78.2,68,50.6,49.6
GA-183,Long County,52.7,60,60.5,68,78.7,81,82.9,82.6,80.4,73.2,55.9,55.3
GA-185,Lowndes County,51.7,61,59.1,66.1,76.2,79.4,80.5,80.9,78.6,73.1,55.6,55.8
GA-187,Lumpkin County,40.2,47.8,48.9,58.5,69.2,70.8,75.8,74.7,73.7,62.8,46.9,46.1
GA-189,McDuffie County,46.8,53.3,54.8,64.4,75.8,77,81.4,80.3,78.3,68.8,51.2,50.3
GA-191,McIntosh County,53.3,60.6,60.5,67.9,78.8,81.6,82.9,82.4,80.7,74.4,57.5,57
GA-193,Macon County,49.2,56.3,56.3,65.4,76.4,79.7,81.4,81.8,80.2,70.8,53.4,52.7
GA-195,Madison County,43.9,50.4,52.2,61.6,73.5,75.3,79.9,78.4,77.1,66.1,49.7,48.4
GA-197,Marion County,48.4,56.1,55.8,64.6,75.2,78.3,80.1,80.5,80,69.3,52.7,52
GA-199,Meriwether County,46.3,54.7,54.8,63.2,74.2,76.8,80.1,80.2,78.8,67.2,50.8,50.6
GA-201,Miller County,51.6,60.8,60.4,66.7,77.9,81.5,81.8,82.3,81.2,72.9,56.2,55.6
GA-205,Mitchell County,51.6,61,60.1,66.8,77.9,80.8,81.6,81.9,80.2,72.8,56,55.3
GA-207,Monroe County,47.2,54.7,55.6,63,75.3,77.9,80.9,81.3,80,69.2,52.6,51.4
GA-209,Montgomery County,51.4,59.1,58.5,66.9,77.8,80.2,82.5,82.6,80,71.6,54.7,53.9
GA-211,Morgan County,45.8,53.2,54.4,62,74.7,77,80.9,80.2,79.3,67.8,52,50.5
GA-213,Murray County,41.2,48.9,49.6,60.8,71.4,73.8,78.6,77.8,77.1,64.4,47.2,47.1
GA-215,Muscogee County,48.1,56.7,56.3,64.4,75.5,78.4,81,81,80.8,69.3,52.4,52
GA-217,Newton County,45.5,53.1,54.2,61.6,74.4,76.6,80.5,80.6,79.5,67.6,51.6,50.3
GA-219,Oconee County,44.6,51.4,53,62.4,74.3,76,80.7,79.1,78,66.6,50.9,49.4
GA-221,Oglethorpe County,44.5,51.1,53.1,62.5,74.1,75.7,80.6,78.8,77.6,66.4,49.9,48.7
GA-223,Paulding County,43,50.9,52.4,62.1,73.3,74.9,79.3,78.8,77.8,65.4,48.6,48.5
GA-225,Peach County,48.5,55.4,56.1,64.8,76.2,79.1,81.4,81.6,80.1,70.7,53.1,52.2
GA-227,Pickens County,40.6,48.4,49.5,59.4,70.1,72,77.5,75.7,75,63.6,46.6,47.1
GA-229,Pierce County,52.9,60.6,60.5,68.4,78.7,81,82.9,82.3,79.7,72.3,56,55.9
GA-231,Pike County,46.5,54.6,55.2,63.4,75,77.1,80.6,80.8,79.3,67.7,51.5,51.2
GA-233,Polk County,42.7,51.1,52,62.4,73,75.6,79.4,78.5,77.4,65.4,47.7,48.2
GA-235,Pulaski County,50,57.5,57.4,65.9,77.2,80.1,82.1,82.1,80.5,71.7,54.5,54
GA-237,Putnam County,47.2,54.7,55.6,62.4,75.2,77.9,81.3,81.3,80.2,69.2,52.7,51.5
GA-239,Quitman County,49.5,57.4,57.9,65,76,79.5,81.3,81,81,70.4,53.5,52.2
GA-241,Rabun County,39.5,47.6,47.6,58.4,68.1,69.6,74.6,73.6,72.1,61.3,46.2,45.1
GA-243,Randolph County,49.9,57.6,58.2,65.5,76.6,79.9,80.9,81.2,80.5,71,54.3,53
GA-245,Richmond County,48.6,55.4,56.7,65.8,77.4,78.7,83,82,80,70.4,52.8,51.9
GA-247,Rockdale County,44.8,52.4,53.6,62.1,74.3,76.1,80.4,80.5,79.3,66.9,50.8,49.7
GA-249,Schley County,49.2,56.4,56,65.3,75.7,79.3,80.6,81.1,80,70.1,53.2,52.5
GA-251,Screven County,50.1,57.4,58.1,65.5,77.4,78.8,82,81.7,79.2,71,53.8,53.1
GA-253,Seminole County,51.9,61.6,60.5,66.9,77.7,81.9,82.1,82.5,81.9,73.4,56.7,56.5
GA-255,Spalding County,46.2,54.2,55.1,63.1,75.1,77,80.8,81,79.7,67.7,51.7,51.1
GA-257,Stephens County,43,49.9,51,61.2,72.8,74.3,79.3,78,77,65.4,49.4,47.8
GA-259,Stewart County,49,57,56.9,64.9,75.6,78.8,80.6,80.7,80.6,69.9,53.2,52.2
GA-261,Sumter County,50.1,57.6,57,66.2,76.6,80.2,81.3,81.7,80.2,71.3,54.2,53.4
GA-263,Talbot County,47.1,55.1,55.2,63.4,74.7,77.5,80.1,80.2,79.4,68.3,51.5,51.1
GA-265,Taliaferro County,45.6,52.3,54.4,63.4,74.8,75.8,81,79.2,78,67.2,50.2,49.5
GA-267,Tattnall County,52.3,59.4,60.2,67.3,78.6,80.2,82.7,82.9,80,72,55.1,54.1
GA-269,Taylor County,48,55.4,55.5,64.3,75.4,78.4,80.5,81,79.8,69.6,52.4,51.7
GA-271,Telfair County,51,59.7,58.6,67.1,77.8,80.5,82.6,82.7,80.4,72.1,55,54.6
GA-273,Terrell County,50.2,58.6,58.2,66.4,77.1,80.4,81.3,81.7,80.5,71.8,54.8,53.7
